Restaurant_ID,Has_Table_booking,Has_Online_delivery,Is_delivering_now,Switch_to_order_menu,Price_range,Aggregate_rating,Rating_color,Rating_text,Votes
18223957,No,No,No,No,1,3.3,Orange,Average,14
18492107,No,No,No,No,1,3.4,Orange,Average,19
300074,No,Yes,No,No,1,3.1,Orange,Average,83
305096,No,Yes,Yes,No,1,2.5,Orange,Average,20
18336206,No,Yes,No,No,1,2.5,Orange,Average,19
303094,No,Yes,No,No,1,3.4,Orange,Average,359
306858,No,Yes,No,No,2,2.6,Orange,Average,51
312562,No,Yes,No,No,1,3.1,Orange,Average,53
307935,No,Yes,No,No,1,3.1,Orange,Average,71
302184,No,No,No,No,1,3.1,Orange,Average,33
1694,No,No,No,No,1,2.7,Orange,Average,19
309541,Yes,No,No,No,3,3.4,Orange,Average,132
18161587,No,Yes,No,No,2,3.2,Orange,Average,74
18258475,No,No,No,No,2,3,Orange,Average,6
313209,No,Yes,No,No,1,3.2,Orange,Average,42
302229,No,Yes,No,No,1,3.1,Orange,Average,29
18441196,No,No,No,No,1,3.2,Orange,Average,14
18398610,No,Yes,No,No,2,3.4,Orange,Average,35
18237322,No,Yes,No,No,1,3.2,Orange,Average,45
309696,No,Yes,No,No,2,2.7,Orange,Average,51
18357544,No,Yes,No,No,2,2.9,Orange,Average,22
18431563,No,No,No,No,2,3.3,Orange,Average,15
18337747,No,Yes,No,No,1,3,Orange,Average,12
18258477,No,Yes,No,No,2,3.2,Orange,Average,38
18396189,No,No,No,No,1,3.2,Orange,Average,15
6915,No,No,No,No,1,2.7,Orange,Average,23
18233576,No,Yes,No,No,2,3.3,Orange,Average,23
18256890,No,Yes,No,No,1,2.8,Orange,Average,31
18384115,No,Yes,No,No,2,4.9,Dark Green,Excellent,223
18352208,No,Yes,No,No,1,3.7,Yellow,Good,55
4171,No,Yes,No,No,1,3.6,Yellow,Good,319
18238279,No,Yes,No,No,2,3.5,Yellow,Good,46
18286517,No,Yes,No,No,1,3.9,Yellow,Good,54
575,No,Yes,No,No,2,3.7,Yellow,Good,371
18280305,No,No,No,No,1,3.6,Yellow,Good,26
18359286,No,Yes,No,No,2,3.5,Yellow,Good,66
18450609,No,Yes,No,No,1,3.5,Yellow,Good,28
18237324,No,Yes,No,No,1,3.5,Yellow,Good,27
18461214,No,No,No,No,1,3.6,Yellow,Good,29
18294226,No,Yes,No,No,2,3.8,Yellow,Good,45
18383513,Yes,No,No,No,3,3.5,Yellow,Good,19
18372311,No,Yes,No,No,2,3.5,Yellow,Good,52
4172,No,Yes,No,No,1,2,Red,Poor,60
310525,No,Yes,No,No,2,2.1,Red,Poor,34
300054,No,Yes,No,No,1,2.2,Red,Poor,136
301278,No,No,No,No,2,2.2,Red,Poor,43
18451182,No,Yes,No,No,2,4,Green,Very Good,34
18384142,No,Yes,No,No,1,4.3,Green,Very Good,33
18241498,No,No,No,No,1,4,Green,Very Good,162
18265384,No,Yes,No,No,2,4.3,Green,Very Good,217
311494,No,Yes,Yes,No,2,3.1,Orange,Average,195
7078,Yes,Yes,No,No,3,3.4,Orange,Average,210
307185,No,Yes,No,No,2,3.4,Orange,Average,165
18371404,No,Yes,No,No,3,3.7,Yellow,Good,98
18281982,No,Yes,No,No,2,3.8,Yellow,Good,115
311725,No,Yes,No,No,2,3.5,Yellow,Good,129
18365994,No,Yes,No,No,2,3.9,Yellow,Good,164
18254524,No,Yes,No,No,2,3.8,Yellow,Good,86
18070480,No,Yes,Yes,No,3,3.5,Yellow,Good,269
312261,No,Yes,No,No,2,3.9,Yellow,Good,124
18433890,No,Yes,No,No,2,3.8,Yellow,Good,61
18138434,No,Yes,No,No,2,3.9,Yellow,Good,90
303100,No,Yes,No,No,2,3.6,Yellow,Good,213
18025125,No,Yes,No,No,2,3.6,Yellow,Good,461
18425140,No,Yes,No,No,2,4.2,Green,Very Good,93
18241497,No,Yes,No,No,2,4.4,Green,Very Good,161
18153541,Yes,Yes,No,No,3,4.1,Green,Very Good,255
18339049,No,Yes,No,No,2,4,Green,Very Good,88
18232093,No,Yes,No,No,2,4.1,Green,Very Good,134
18361762,No,Yes,No,No,2,4.1,Green,Very Good,152
18025098,No,Yes,No,No,2,4.1,Green,Very Good,151
18337913,No,Yes,No,No,2,3.4,Orange,Average,42
18138446,No,Yes,No,No,1,3.6,Yellow,Good,39
18383447,No,Yes,No,No,1,3.9,Yellow,Good,40
18381262,No,Yes,No,No,1,3.8,Yellow,Good,93
18349894,No,No,No,No,1,3.1,Orange,Average,7
304552,Yes,Yes,No,No,3,3.4,Orange,Average,129
4618,No,No,No,No,2,2.9,Orange,Average,107
307366,No,No,No,No,2,3.6,Yellow,Good,59
18366026,Yes,No,No,No,2,3.8,Yellow,Good,40
9895,Yes,Yes,No,No,3,3.6,Yellow,Good,296
18453035,Yes,No,No,No,3,3.6,Yellow,Good,27
302455,Yes,Yes,No,No,3,3.5,Yellow,Good,259
308248,No,No,No,No,1,3.5,Yellow,Good,34
313047,Yes,Yes,No,No,3,3.8,Yellow,Good,120
8241,Yes,No,No,No,4,4.2,Green,Very Good,1193
18341926,Yes,Yes,No,No,3,4.1,Green,Very Good,147
308023,No,Yes,No,No,2,4.1,Green,Very Good,227
311486,Yes,Yes,No,No,3,4,Green,Very Good,192
18138430,Yes,No,No,No,3,4.4,Green,Very Good,83
18361778,Yes,No,No,No,4,4.2,Green,Very Good,77
9742,No,Yes,No,No,3,4.1,Green,Very Good,229
7518,Yes,No,No,No,4,3.4,Orange,Average,52
7516,Yes,No,No,No,4,3.6,Yellow,Good,58
3586,No,Yes,No,No,2,3.3,Orange,Average,25
313264,No,Yes,No,No,2,3.4,Orange,Average,452
311805,Yes,No,No,No,4,2.6,Orange,Average,35
308897,No,Yes,No,No,2,2.6,Orange,Average,134
2825,Yes,Yes,No,No,3,2.7,Orange,Average,426
9674,No,Yes,No,No,2,2.9,Orange,Average,108
18276997,No,No,No,No,1,3.8,Yellow,Good,35
18336180,No,Yes,No,No,2,2.6,Orange,Average,26
311061,No,Yes,No,No,2,3.2,Orange,Average,38
18312471,No,Yes,No,No,2,3.6,Yellow,Good,86
18378048,Yes,Yes,No,No,3,3.6,Yellow,Good,29
18462584,No,Yes,No,No,2,3.8,Yellow,Good,43
5019,No,No,No,No,3,3.6,Yellow,Good,42
4719,Yes,No,No,No,4,4,Green,Very Good,111
305400,Yes,No,No,No,4,2.6,Orange,Average,20
309141,No,No,No,No,1,2.7,Orange,Average,24
302880,Yes,Yes,No,No,3,2.8,Orange,Average,261
303960,No,No,No,No,4,4.6,Dark Green,Excellent,2093
9773,No,No,No,No,3,3.6,Yellow,Good,38
309125,Yes,No,No,No,3,3.9,Yellow,Good,106
18463965,Yes,No,No,No,3,3.8,Yellow,Good,31
18408054,No,Yes,No,No,2,4.1,Green,Very Good,84
2091,No,Yes,No,No,1,3.3,Orange,Average,165
305790,No,Yes,Yes,No,3,2.7,Orange,Average,185
3445,No,Yes,No,No,2,2.8,Orange,Average,48
312111,Yes,No,No,No,2,2.8,Orange,Average,14
2475,Yes,No,No,No,2,3.2,Orange,Average,37
18361772,No,Yes,No,No,2,3.2,Orange,Average,30
308553,No,Yes,No,No,2,3.3,Orange,Average,336
307043,Yes,Yes,No,No,3,3.4,Orange,Average,106
307304,No,No,No,No,2,3.4,Orange,Average,50
18427868,No,Yes,No,No,3,4.6,Dark Green,Excellent,150
2148,Yes,Yes,No,No,4,3.7,Yellow,Good,416
18450874,No,No,No,No,2,3.6,Yellow,Good,32
18408063,No,Yes,No,No,2,3.6,Yellow,Good,110
18393697,No,No,No,No,2,3.8,Yellow,Good,74
8931,No,Yes,No,No,3,3.5,Yellow,Good,81
306880,No,No,No,No,1,3.5,Yellow,Good,116
18408031,No,Yes,No,No,2,3.6,Yellow,Good,36
304897,No,No,No,No,2,3.7,Yellow,Good,224
309136,No,No,No,No,3,3.6,Yellow,Good,148
307580,Yes,Yes,No,No,4,3.9,Yellow,Good,280
18430557,Yes,No,No,No,3,3.9,Yellow,Good,67
18441771,Yes,No,No,No,4,3.7,Yellow,Good,45
18460311,No,Yes,No,No,2,3.5,Yellow,Good,27
18161583,No,Yes,No,No,2,3.6,Yellow,Good,241
18237346,No,Yes,No,No,3,4.2,Green,Very Good,146
311662,Yes,Yes,No,No,3,4,Green,Very Good,259
18430602,No,Yes,No,No,2,4,Green,Very Good,20
5172,No,Yes,No,No,2,3.1,Orange,Average,138
6643,No,Yes,No,No,2,2.8,Orange,Average,101
300978,No,No,No,No,1,3.1,Orange,Average,94
311640,Yes,No,No,No,3,2.8,Orange,Average,7
311629,Yes,No,No,No,3,0,White,Not rated,2
303430,Yes,No,No,No,3,2.8,Orange,Average,15
303486,No,No,No,No,2,0,White,Not rated,2
309423,Yes,No,No,No,3,2.9,Orange,Average,6
309421,Yes,No,No,No,3,2.7,Orange,Average,13
308390,No,Yes,No,No,1,3.4,Orange,Average,260
308473,No,Yes,No,No,2,2.7,Orange,Average,90
308997,No,Yes,No,No,2,3.6,Yellow,Good,144
308470,No,Yes,No,No,2,3.6,Yellow,Good,243
308477,No,Yes,No,No,2,3.8,Yellow,Good,121
307786,No,No,No,No,2,3.8,Yellow,Good,183
308447,No,Yes,No,No,2,4,Green,Very Good,647
17977796,Yes,No,No,No,3,3.8,Yellow,Good,73
17977757,Yes,No,No,No,4,0,White,Not rated,0
4256,Yes,No,No,No,3,2.7,Orange,Average,96
18306548,No,Yes,No,No,1,3.4,Orange,Average,41
5032,Yes,No,No,No,3,2.8,Orange,Average,91
7472,Yes,No,No,No,3,3.6,Yellow,Good,70
302336,Yes,No,No,No,3,2.8,Orange,Average,21
8413,No,No,No,No,2,3.7,Yellow,Good,364
8437,No,No,No,No,3,3.7,Yellow,Good,179
8019,Yes,No,No,No,3,3.4,Orange,Average,23
307416,Yes,No,No,No,4,3.6,Yellow,Good,218
18369743,Yes,No,No,No,4,4.1,Green,Very Good,38
307533,Yes,No,No,No,3,3,Orange,Average,6
307225,Yes,No,No,No,3,3,Orange,Average,19
307426,Yes,No,No,No,3,3,Orange,Average,10
6700,Yes,No,No,No,4,3.2,Orange,Average,137
300538,No,No,No,No,1,2.8,Orange,Average,45
4879,No,No,No,No,2,3.3,Orange,Average,22
18198441,No,Yes,No,No,1,3.3,Orange,Average,38
18334445,No,Yes,No,No,1,3.2,Orange,Average,21
302920,No,No,No,No,1,3.1,Orange,Average,20
18430882,No,No,No,No,2,2.8,Orange,Average,15
313204,No,Yes,Yes,No,2,3.4,Orange,Average,69
303477,No,Yes,No,No,2,3.2,Orange,Average,75
5230,Yes,No,No,No,3,2.6,Orange,Average,115
3582,Yes,No,No,No,3,3.2,Orange,Average,39
303470,No,No,No,No,1,2.8,Orange,Average,36
429,No,No,No,No,2,2.7,Orange,Average,61
18034040,Yes,No,No,No,3,2.8,Orange,Average,23
17953932,No,Yes,No,No,2,3.1,Orange,Average,82
312668,Yes,No,No,No,4,3.1,Orange,Average,13
997,No,No,No,No,4,3.8,Yellow,Good,283
2144,Yes,Yes,No,No,3,3.8,Yellow,Good,665
305682,No,Yes,No,No,2,3.6,Yellow,Good,69
17953934,No,Yes,No,No,2,3.7,Yellow,Good,198
3855,Yes,No,No,No,4,3.5,Yellow,Good,57
310445,No,Yes,No,No,1,3.6,Yellow,Good,43
892,No,Yes,No,No,1,2.3,Red,Poor,31
2056,No,No,No,No,2,2.4,Red,Poor,35
307509,No,Yes,No,No,2,4.1,Green,Very Good,246
797,No,No,No,No,2,3.3,Orange,Average,31
308013,Yes,No,No,No,3,3.5,Yellow,Good,240
2760,No,No,No,No,3,3.7,Yellow,Good,1902
8913,Yes,No,No,No,4,4.1,Green,Very Good,2806
311759,No,No,No,No,2,3.2,Orange,Average,13
18446889,No,No,No,No,1,3,Orange,Average,5
9957,No,No,No,No,2,3.2,Orange,Average,68
308840,No,No,No,No,1,2.6,Orange,Average,120
18432226,No,Yes,No,No,2,3.7,Yellow,Good,18
311777,No,No,No,No,2,3.5,Yellow,Good,66
2064,No,Yes,No,No,2,2.7,Orange,Average,67
311758,No,No,No,No,2,3.3,Orange,Average,40
514,No,Yes,No,No,2,3.4,Orange,Average,39
18408212,No,No,No,No,2,3.4,Orange,Average,19
2061,No,No,No,No,2,2.9,Orange,Average,42
2458,No,Yes,No,No,2,3.4,Orange,Average,234
420,Yes,No,No,No,2,2.9,Orange,Average,501
1599,No,Yes,No,No,2,2.6,Orange,Average,61
159,No,Yes,No,No,2,3.3,Orange,Average,81
300119,No,No,No,No,1,3.4,Orange,Average,118
18466924,No,No,No,No,2,3.1,Orange,Average,13
18354984,No,Yes,No,No,2,3.7,Yellow,Good,26
1096,No,No,No,No,2,3.6,Yellow,Good,185
18336208,No,No,No,No,1,3.6,Yellow,Good,27
3213,Yes,Yes,No,No,3,3.6,Yellow,Good,496
18381642,Yes,No,No,No,3,3.5,Yellow,Good,55
338,No,No,No,No,2,3.5,Yellow,Good,205
1245,Yes,Yes,No,No,4,3.7,Yellow,Good,730
18381233,No,Yes,No,No,1,3.7,Yellow,Good,31
18153552,Yes,No,No,No,3,3.8,Yellow,Good,468
18082232,No,No,No,No,2,2.3,Red,Poor,29
3585,Yes,No,No,No,3,2.1,Red,Poor,90
305698,No,Yes,No,No,2,2.3,Red,Poor,34
18337917,Yes,No,No,No,2,4,Green,Very Good,62
6847,No,No,No,No,1,3.3,Orange,Average,34
8147,Yes,Yes,No,No,3,3.4,Orange,Average,165
18198825,No,No,No,No,1,3,Orange,Average,4
302044,No,No,No,No,1,2.9,Orange,Average,4
18399220,No,No,No,No,2,3.2,Orange,Average,5
5084,No,No,No,No,2,3.2,Orange,Average,18
302024,No,No,No,No,2,3.2,Orange,Average,31
18396399,No,No,No,No,1,3.2,Orange,Average,7
309987,No,No,No,No,1,2.9,Orange,Average,5
18358183,No,Yes,No,No,1,3.4,Orange,Average,27
304713,No,No,No,No,1,3.2,Orange,Average,28
18396200,No,No,No,No,2,3.1,Orange,Average,4
301358,No,No,No,No,2,3.3,Orange,Average,25
6834,No,No,No,No,1,3.1,Orange,Average,12
6835,No,No,No,No,1,2.9,Orange,Average,5
302041,Yes,No,No,No,3,3.1,Orange,Average,25
310412,No,Yes,No,No,2,2.6,Orange,Average,12
18350120,No,No,No,No,1,3,Orange,Average,6
301989,No,No,No,No,1,3.1,Orange,Average,17
2107,No,No,No,No,1,3,Orange,Average,13
1029,No,No,No,No,2,3.3,Orange,Average,21
18144475,No,Yes,No,No,1,3.4,Orange,Average,60
18331053,No,No,No,No,2,3.4,Orange,Average,33
18383525,No,Yes,No,No,2,2.7,Orange,Average,11
1019,No,No,No,No,1,2.9,Orange,Average,8
18311926,No,No,No,No,2,3.2,Orange,Average,25
302037,No,No,No,No,1,3.1,Orange,Average,7
18396397,No,No,No,No,1,2.8,Orange,Average,4
302027,No,No,No,No,1,3,Orange,Average,11
306938,No,No,No,No,1,2.9,Orange,Average,10
17977759,No,No,No,No,2,3,Orange,Average,6
309986,No,Yes,No,No,2,2.5,Orange,Average,12
301800,No,No,No,No,1,3.3,Orange,Average,26
2177,No,No,No,No,1,3,Orange,Average,15
304718,No,No,No,No,1,2.8,Orange,Average,16
310493,No,No,No,No,2,3.5,Yellow,Good,31
18017239,No,No,No,No,1,3.6,Yellow,Good,18
18372397,No,No,No,No,2,3.5,Yellow,Good,25
304700,No,No,No,No,1,0,White,Not rated,3
18492087,No,No,No,No,2,0,White,Not rated,3
18396391,No,No,No,No,1,0,White,Not rated,1
18370499,No,No,No,No,1,0,White,Not rated,1
18336543,No,No,No,No,1,0,White,Not rated,3
3603,No,Yes,No,No,2,2.2,Red,Poor,93
313043,No,No,No,No,1,3.6,Yellow,Good,84
230,No,No,No,No,2,2.4,Red,Poor,112
18322641,No,Yes,No,No,2,4.1,Green,Very Good,74
18391155,No,No,No,No,3,3.2,Orange,Average,12
18285742,Yes,Yes,No,No,2,3.4,Orange,Average,36
18285725,No,Yes,No,No,3,3.8,Yellow,Good,101
18383488,No,Yes,No,No,2,3.5,Yellow,Good,45
18285745,No,No,No,No,3,3.9,Yellow,Good,81
18391159,No,Yes,No,No,2,3.7,Yellow,Good,33
18391132,Yes,No,No,No,3,3.5,Yellow,Good,37
18272387,No,No,No,No,2,3.5,Yellow,Good,16
8651,No,No,No,No,1,3.1,Orange,Average,14
18291436,No,No,No,No,1,3.1,Orange,Average,9
301936,No,No,No,No,1,2.9,Orange,Average,19
18264717,No,No,No,No,2,3.2,Orange,Average,15
7083,No,No,No,No,1,3.2,Orange,Average,18
312105,No,Yes,No,No,2,3.2,Orange,Average,6
18311942,No,No,No,No,1,2.9,Orange,Average,4
18430874,No,No,No,No,1,3.2,Orange,Average,10
18144481,No,No,No,No,2,2.9,Orange,Average,4
18264977,No,No,No,No,1,3.1,Orange,Average,24
303859,Yes,No,No,No,2,2.7,Orange,Average,11
5106,No,Yes,No,No,1,2.5,Orange,Average,9
308726,No,No,No,No,1,3,Orange,Average,4
303209,No,No,No,No,1,3.1,Orange,Average,12
18375401,No,No,No,No,1,3.1,Orange,Average,17
18396428,No,No,No,No,1,3,Orange,Average,5
18396178,No,No,No,No,1,0,White,Not rated,1
18346735,No,No,No,No,2,0,White,Not rated,1
303697,No,No,No,No,1,0,White,Not rated,2
18463987,No,No,No,No,1,0,White,Not rated,0
18463989,No,No,No,No,1,0,White,Not rated,0
304771,No,No,No,No,1,0,White,Not rated,1
311850,No,No,No,No,1,0,White,Not rated,0
18471289,No,No,No,No,1,0,White,Not rated,0
18324432,No,No,No,No,2,0,White,Not rated,1
18476508,No,No,No,No,2,0,White,Not rated,0
18350153,No,No,No,No,2,0,White,Not rated,0
18472669,No,No,No,No,2,0,White,Not rated,0
18463993,No,No,No,No,1,0,White,Not rated,0
18476498,No,No,No,No,1,0,White,Not rated,1
18471248,No,No,No,No,1,0,White,Not rated,0
18464002,No,No,No,No,1,0,White,Not rated,2
18478377,No,No,No,No,2,0,White,Not rated,0
18244261,No,No,No,No,1,0,White,Not rated,1
18274332,No,No,No,No,1,0,White,Not rated,2
18460280,No,No,No,No,2,0,White,Not rated,0
18263500,No,No,No,No,1,0,White,Not rated,0
18463994,No,No,No,No,2,0,White,Not rated,0
18449816,No,No,No,No,2,0,White,Not rated,1
309341,No,No,No,No,1,0,White,Not rated,2
18423904,No,No,No,No,1,0,White,Not rated,2
18462613,No,No,No,No,1,0,White,Not rated,1
18396180,No,No,No,No,1,0,White,Not rated,0
303865,No,No,No,No,2,0,White,Not rated,2
7096,No,No,No,No,1,0,White,Not rated,3
18463972,No,No,No,No,1,0,White,Not rated,0
18463996,No,No,No,No,2,0,White,Not rated,0
18463992,No,No,No,No,1,0,White,Not rated,0
18393708,No,No,No,No,1,0,White,Not rated,1
306037,Yes,No,No,No,3,3.2,Orange,Average,13
5720,Yes,No,No,No,4,3.4,Orange,Average,20
5721,No,No,No,No,3,3.2,Orange,Average,26
1670,Yes,No,No,No,4,3.7,Yellow,Good,176
7573,Yes,No,No,No,4,3.7,Yellow,Good,340
3243,Yes,No,No,No,4,3,Orange,Average,21
305171,No,Yes,No,No,1,3.1,Orange,Average,84
3536,No,No,No,No,2,3.3,Orange,Average,41
6743,No,No,No,No,1,2.8,Orange,Average,18
18458663,No,No,No,No,1,3.2,Orange,Average,10
312269,No,Yes,No,No,2,2.8,Orange,Average,16
308732,Yes,Yes,No,No,2,3,Orange,Average,61
6747,No,No,No,No,2,2.8,Orange,Average,70
6804,No,No,No,No,1,2.8,Orange,Average,16
301506,No,No,No,No,2,3.4,Orange,Average,57
1284,No,Yes,No,No,1,3,Orange,Average,33
1313,No,Yes,No,No,2,3.2,Orange,Average,92
301737,No,No,No,No,1,3.3,Orange,Average,22
18455518,No,No,No,No,2,3.7,Yellow,Good,25
18398606,No,Yes,No,No,2,3,Orange,Average,71
309030,No,Yes,No,No,2,3.2,Orange,Average,100
3909,No,Yes,No,No,2,2.3,Red,Poor,32
4290,Yes,No,No,No,3,3.5,Yellow,Good,194
1452,No,No,No,No,1,3.2,Orange,Average,15
303779,No,No,No,No,1,3.1,Orange,Average,16
554,No,No,No,No,2,3.6,Yellow,Good,315
3953,No,No,No,No,3,2.4,Red,Poor,53
18368009,No,No,No,No,1,3,Orange,Average,4
305242,Yes,No,No,No,3,3,Orange,Average,8
18419914,No,No,No,No,2,0,White,Not rated,1
303730,No,No,No,No,1,2.8,Orange,Average,6
18462214,No,No,No,No,1,3,Orange,Average,4
309272,No,No,No,No,1,2.9,Orange,Average,6
18311957,No,No,No,No,2,2.9,Orange,Average,4
18218304,No,No,No,No,1,3.2,Orange,Average,20
18252419,No,No,No,No,1,3.1,Orange,Average,20
606,No,No,No,No,1,2.8,Orange,Average,34
18133490,No,Yes,No,No,1,3.3,Orange,Average,36
18291476,No,No,No,No,1,3,Orange,Average,5
2071,No,No,No,No,1,3.1,Orange,Average,41
18445653,No,No,No,No,1,3.1,Orange,Average,7
18466800,No,No,No,No,2,3.1,Orange,Average,7
303743,No,No,No,No,2,2.8,Orange,Average,8
300174,No,No,No,No,1,2.9,Orange,Average,10
18461280,No,No,No,No,1,3.2,Orange,Average,11
6709,No,No,No,No,1,3.1,Orange,Average,21
18070491,No,No,No,No,1,3.4,Orange,Average,25
302907,No,Yes,No,No,1,3.3,Orange,Average,19
889,No,Yes,No,No,1,3.3,Orange,Average,43
18337904,No,No,No,No,1,2.6,Orange,Average,18
18415355,No,Yes,No,No,2,2.7,Orange,Average,17
853,No,No,No,No,1,3.3,Orange,Average,69
2620,No,No,No,No,1,3.4,Orange,Average,25
310155,No,Yes,No,No,2,3.2,Orange,Average,52
5061,Yes,No,No,No,2,2.9,Orange,Average,16
18460326,No,No,No,No,1,3,Orange,Average,5
18471259,No,Yes,No,No,2,3.1,Orange,Average,8
4122,No,No,No,No,1,2.8,Orange,Average,9
1140,No,Yes,No,No,2,3,Orange,Average,30
1145,No,No,No,No,1,3.2,Orange,Average,34
887,No,No,No,No,2,2.9,Orange,Average,26
18461599,No,No,No,No,2,3.2,Orange,Average,13
18387990,No,Yes,No,No,2,2.7,Orange,Average,9
9169,No,No,No,No,2,3,Orange,Average,21
5129,Yes,No,No,No,2,3.1,Orange,Average,17
1131,Yes,No,No,No,2,3.3,Orange,Average,32
303747,No,No,No,No,1,2.9,Orange,Average,6
329,No,Yes,No,No,2,2.5,Orange,Average,70
303765,No,No,No,No,1,2.8,Orange,Average,6
7225,Yes,No,No,No,3,3,Orange,Average,5
18382626,No,No,No,No,1,3.5,Yellow,Good,32
5068,No,No,No,No,1,3.5,Yellow,Good,64
18500628,No,No,No,No,2,0,White,Not rated,3
18268726,No,No,No,No,1,0,White,Not rated,2
6913,No,No,No,No,2,0,White,Not rated,3
18398604,No,Yes,No,No,1,0,White,Not rated,3
300156,No,No,No,No,1,0,White,Not rated,3
18241516,No,No,No,No,2,0,White,Not rated,2
311166,No,No,No,No,1,0,White,Not rated,3
18025110,No,Yes,Yes,No,3,2.4,Red,Poor,23
308223,No,No,No,No,1,2.4,Red,Poor,18
6832,No,Yes,No,No,1,2.4,Red,Poor,26
18286626,No,No,No,No,1,3,Orange,Average,4
311770,No,No,No,No,1,2.9,Orange,Average,6
301221,Yes,No,No,No,3,2.9,Orange,Average,5
8833,No,No,No,No,2,2.8,Orange,Average,10
312438,No,No,No,No,2,3,Orange,Average,4
18153548,No,No,No,No,1,3.2,Orange,Average,12
18449792,No,Yes,No,No,2,2.9,Orange,Average,4
18380639,No,Yes,No,No,1,3.3,Orange,Average,14
17953920,No,No,No,No,1,2.9,Orange,Average,4
2154,No,No,No,No,1,2.7,Orange,Average,36
18384112,No,No,No,No,2,3.5,Yellow,Good,28
9646,No,Yes,No,No,2,3.4,Orange,Average,256
18482069,No,No,No,No,1,0,White,Not rated,0
18451168,No,No,No,No,1,0,White,Not rated,0
18492042,No,No,No,No,1,0,White,Not rated,0
310632,No,No,No,No,1,0,White,Not rated,0
18481290,No,No,No,No,1,0,White,Not rated,0
18469972,No,No,No,No,1,0,White,Not rated,0
18342375,No,No,No,No,1,0,White,Not rated,1
310515,No,No,No,No,1,0,White,Not rated,2
18449658,No,No,No,No,1,0,White,Not rated,0
18396426,No,No,No,No,1,0,White,Not rated,0
18489522,No,No,No,No,1,0,White,Not rated,1
18444299,No,No,No,No,2,0,White,Not rated,0
18449785,No,No,No,No,2,0,White,Not rated,1
18449662,No,No,No,No,2,0,White,Not rated,0
18432664,No,No,No,No,1,0,White,Not rated,0
304793,No,No,No,No,1,0,White,Not rated,2
302256,No,No,No,No,1,0,White,Not rated,1
18312631,No,No,No,No,1,0,White,Not rated,0
18449666,No,No,No,No,2,0,White,Not rated,2
18396191,No,No,No,No,1,0,White,Not rated,0
302251,No,No,No,No,2,3.3,Orange,Average,32
18466943,No,No,No,No,2,3.2,Orange,Average,8
18238248,No,Yes,No,No,1,2.7,Orange,Average,15
18420426,No,Yes,No,No,1,3.5,Yellow,Good,40
18466973,No,No,No,No,1,0,White,Not rated,0
18446482,No,No,No,No,1,0,White,Not rated,0
18372325,No,Yes,No,No,2,0,White,Not rated,3
18291458,No,No,No,No,1,3,Orange,Average,4
18485789,No,No,No,No,1,0,White,Not rated,2
313477,No,Yes,No,No,1,0,White,Not rated,0
18133515,No,No,No,No,1,0,White,Not rated,0
18312451,No,No,No,No,1,0,White,Not rated,0
18312606,No,No,No,No,1,0,White,Not rated,0
18144444,No,No,No,No,1,0,White,Not rated,0
18492641,No,No,No,No,1,0,White,Not rated,2
18463956,No,No,No,No,1,0,White,Not rated,0
18365988,No,Yes,No,No,2,3.4,Orange,Average,17
18463970,Yes,Yes,No,No,3,3.3,Orange,Average,8
309867,No,Yes,No,No,2,2.9,Orange,Average,27
18412887,No,Yes,No,No,2,3,Orange,Average,13
18423107,No,Yes,No,No,2,3.3,Orange,Average,15
4121,No,Yes,No,No,2,2.7,Orange,Average,53
305072,Yes,No,No,No,2,3.6,Yellow,Good,169
18421938,No,No,No,No,2,3.9,Yellow,Good,25
18481321,No,Yes,No,No,1,0,White,Not rated,0
18489829,No,No,No,No,1,0,White,Not rated,0
18414487,No,Yes,No,No,1,0,White,Not rated,3
18449656,No,No,No,No,2,0,White,Not rated,2
313105,Yes,No,No,No,2,3.3,Orange,Average,88
300772,Yes,No,No,No,3,3.3,Orange,Average,563
836,No,Yes,No,No,2,3.4,Orange,Average,1022
3606,No,No,No,No,2,2.7,Orange,Average,235
305996,Yes,Yes,No,No,3,3.3,Orange,Average,586
18418247,Yes,No,No,No,3,4.7,Dark Green,Excellent,69
18365987,Yes,No,No,No,3,4.8,Dark Green,Excellent,245
18337894,Yes,No,No,No,3,4.8,Dark Green,Excellent,1478
4398,Yes,Yes,No,No,4,3.9,Yellow,Good,1365
18336483,Yes,No,No,No,3,3.5,Yellow,Good,134
496,No,Yes,No,No,2,3.8,Yellow,Good,966
4133,Yes,Yes,No,No,3,3.5,Yellow,Good,429
5065,No,No,No,No,2,3.6,Yellow,Good,146
313393,No,No,No,No,2,3.7,Yellow,Good,241
5052,Yes,No,No,No,3,3.5,Yellow,Good,853
18128900,Yes,No,No,No,3,3.6,Yellow,Good,254
309339,Yes,No,No,No,3,3.8,Yellow,Good,1317
5104,No,Yes,No,No,2,3.5,Yellow,Good,187
18254529,Yes,No,No,No,3,3.9,Yellow,Good,401
17953909,Yes,Yes,No,No,3,3.6,Yellow,Good,302
310203,Yes,Yes,No,No,3,3.9,Yellow,Good,297
18238250,Yes,No,No,No,3,3.9,Yellow,Good,280
305272,No,No,No,No,2,3.7,Yellow,Good,269
1851,Yes,No,No,No,3,3.6,Yellow,Good,289
18446415,Yes,No,No,No,4,3.9,Yellow,Good,96
18261703,Yes,No,No,No,3,4,Green,Very Good,322
18241517,Yes,No,No,No,3,4.4,Green,Very Good,391
