ID,Name,Dribbling,BallControl,Acceleration,Balance,Stamina,Strength,Vision,Release Clause
189963,W. Bony,70,76,51,66,33,91,65,14
188428,S. Doumbia,74,73,87,70,51,73,70,16
192012,D. Reyes,67,74,63,55,68,69,52,17
205069,Bernat,84,83,79,88,77,55,70,14
161805,V. Behrami,70,74,67,69,73,74,70,6
183568,S. Langkamp,35,47,51,46,53,83,40,9
143121,J. Sosa,82,82,67,76,70,65,78,9
210450,A. Touré,60,75,56,38,75,89,56,16
202515,Jesé,81,80,85,74,61,60,70,18
195859,D. Ings,77,76,79,77,70,70,68,
200212,M. Esser,15,17,32,28,37,82,48,9
213013,F. Acheampong,80,74,92,91,90,71,65,23
203030,R. Knoche,42,57,50,49,61,78,39,14
211990,O. Vlachodimos,13,23,42,38,39,68,40,18
220182,J. Denayer,67,69,69,62,69,79,51,20
200215,S. Rode,71,72,69,74,68,74,71,13
238359,Wendel,79,78,76,69,77,68,74,28
230936,A. Nagy,80,80,73,79,78,54,78,18
239641,Alfa Semedo,69,73,68,50,89,85,67,23
186905,A. Barnes,74,77,64,71,77,78,70,15
184858,Alan Kardec,70,73,73,62,78,77,59,16
205340,Marcelo,44,55,66,68,66,71,43,12
224540,E. Boateng,78,76,89,79,79,72,56,24
229148,Dalbert,78,75,91,67,80,67,66,15
216349,A. Halilović,79,81,78,88,68,32,80,21
185373,I. Popov,74,79,80,60,73,68,75,16
189725,T. Cleverley,74,74,63,75,77,53,77,14
205855,M. Livaja,77,79,72,61,68,77,72,23
214047,M. Uribe,73,77,76,72,92,75,71,15
193311,P. Bargfrede,65,73,61,76,70,68,68,10
226592,J. Jankto,76,78,79,74,73,64,75,
241184,Junior Firpo,67,77,81,62,77,74,59,19
198946,D. D'Ambrosio,69,72,72,70,76,68,54,10
232226,D. Boyko,16,22,49,28,33,79,42,10
176930,M. Díaz,70,75,63,94,84,67,72,8
179746,S. Vokes,65,76,50,60,73,84,70,15
196899,Héldon,78,76,86,77,74,53,74,12
229668,Mario Hermoso,61,72,78,71,77,77,52,23
183332,F. Bartels,80,80,79,84,65,50,71,12
198949,K. Malcuit,78,75,80,70,77,76,66,13
235813,R. Marin,75,74,66,70,79,65,76,18
215590,Ayoze Pérez,82,78,77,78,77,53,71,21
243238,Júnior Moraes,73,74,74,73,71,67,58,15
191783,V. Berisha,77,78,83,69,86,74,76,17
202024,R. Freuler,73,76,69,61,78,66,74,16
187688,Ganso,82,83,36,54,56,67,80,
199977,Vicente Gómez,67,77,35,35,70,73,79,12
223273,M. Pašalić,77,79,60,54,78,78,74,
226601,Vitor Hugo,39,49,66,47,60,78,33,13
189225,B. Fornaroli,74,76,78,81,76,80,70,9
155946,R. Snodgrass,76,80,61,67,73,70,79,14
228650,Francisco Geraldes,84,82,78,76,73,44,78,
224811,I. Ordets,38,61,61,38,79,88,34,19
189484,D. Santon,75,75,67,57,74,72,64,11
204077,M. Niang,81,80,85,65,64,69,72,
144429,O. Wendt,73,77,75,69,73,67,72,7
244269,F. Benković,50,58,61,44,73,86,49,
196142,M. Torres,73,80,55,76,66,65,83,7
152879,M. Noble,74,76,42,72,78,70,78,12
229167,M. Rashica,80,77,93,77,75,57,70,21
184111,C. Benteke,65,74,59,46,66,87,68,15
193839,Rômulo,77,77,74,76,88,68,72,11
196143,D. Pabón,78,73,86,83,87,81,74,13
219953,Embarba,76,72,76,78,77,61,79,21
204338,C. Kerbrat,60,70,59,62,73,77,49,10
201013,L. Teodorczyk,65,70,66,58,82,81,65,17
230197,Alexo Baia,77,71,74,72,80,61,56,11
230453,David Seijalbo,50,70,58,76,88,80,52,4
230965,N. Nández,74,76,78,79,91,82,70,18
246069,L. Rupp,78,79,70,80,79,59,76,14
198198,Jordi Amat,50,65,61,57,66,79,59,19
139062,W. Caballero,12,30,43,55,37,69,47,2
213814,F. Di Francesco,83,82,82,77,76,65,68,18
187702,O. El Kaddouri,77,80,73,54,70,77,77,17
207928,T. Rogić,82,82,74,75,55,77,73,18
191032,G. Töre,81,80,82,80,66,75,71,18
193338,M. Destro,74,76,73,76,58,68,58,14
199739,Josué,78,77,66,80,71,61,76,16
14907,A. Bizzarri,18,23,55,51,31,55,49,840K
180283,Ki Sung Yueng,74,80,60,59,69,70,79,14
234045,H. Onyekuru,83,76,90,81,70,44,67,
226110,N. Pépé,81,78,90,75,76,56,69,25
228414,Matheus Pereira,82,79,79,88,74,55,69,
190014,Y. Salibur,78,76,90,75,69,68,71,
206655,E. Vargas,81,78,84,72,76,65,73,13
211263,L. Magallán,57,62,60,65,78,80,44,15
20800,Danny,80,82,64,74,60,54,77,8
208449,C. Hérelle,58,66,62,62,75,70,45,17
190531,E. Mangala,46,50,59,60,64,87,47,14
204612,O. Selnæs,72,76,67,66,80,69,76,17
189508,Víctor Vázquez,77,80,53,74,69,59,79,10
199493,Diego Mariño,14,19,47,53,34,67,38,10
200517,Carles Planas,69,75,69,77,74,76,59,15
211269,G. Fernández,78,76,77,66,80,70,76,14
146758,Soldado,74,76,56,64,55,70,75,9
181318,A. Ekdal,74,79,54,58,75,75,74,13
234568,Gedson Fernandes,77,77,81,71,88,73,73,26
184392,M. Darmian,74,75,73,76,75,64,63,11
205897,N. Chalobah,74,78,62,65,69,75,76,17
210761,R. Pizarro,79,77,81,74,89,72,74,20
224075,André Simões,74,77,77,74,87,68,74,17
183883,S. Tshabalala,78,76,78,90,85,60,78,9
185163,L. Rossettini,50,54,59,50,59,81,28,
202828,F. Viviani,78,78,71,77,75,69,76,18
208461,M. de Roon,68,74,68,70,90,75,72,14
226637,Rubén Duarte,62,73,71,69,74,71,31,19
191565,Y. Ōsako,78,76,77,78,71,64,78,14
193869,Gil,51,60,55,36,82,89,64,11
213582,A. Ruiz,84,81,61,72,70,78,77,
186190,P. van Aanholt,76,76,88,77,83,65,68,12
205391,S. Meïté,73,78,67,54,81,86,70,14
228687,K. Dolberg,75,78,72,67,70,76,69,19
230224,Juli Freitinho,51,63,41,38,57,91,42,11
207441,L. Vietto,78,82,79,83,66,57,73,
216145,A. Izzo,53,67,68,60,63,73,33,15
186961,A. Paloschi,69,76,77,70,69,76,59,14
143699,G. Gönül,78,75,76,80,77,65,72,6
162131,Llorente,67,80,29,30,44,86,70,9
139860,J. Morel,56,65,69,77,79,77,55,4
186197,G. Kakuta,79,80,83,85,66,65,75,18
199254,João Pedro,75,75,75,61,75,64,75,17
200278,S. García,70,67,34,50,78,78,55,10
230230,Eltildo Correia,45,55,52,37,68,83,44,12
215639,Kenedy,83,78,79,68,72,67,72,
183895,M. Moralez,77,76,84,78,73,33,77,11
221016,N. Vukčević,71,74,64,60,76,75,67,17
186200,F. Borini,78,79,77,67,77,68,72,14
235353,I. Sarr,79,77,94,74,72,66,69,28
183129,C. Clark,50,58,52,50,63,76,51,14
223578,Mata,70,72,72,36,76,81,56,16
183130,M. Albrighton,77,77,77,79,83,61,76,15
194138,A. Gray,72,72,87,74,72,75,67,18
169051,F. Guarín,75,78,68,77,79,90,75,13
185181,Yoel,13,14,35,47,34,70,45,
214110,J. Cuadrado,22,31,42,50,33,54,62,5
216158,S. Widmer,77,76,77,65,87,78,66,12
208224,P. Mantalos,79,80,74,78,70,55,74,21
47201,S. Proto,11,32,48,61,27,61,58,3
188770,A. Mehmedi,78,77,74,76,71,68,74,14
201315,Pablo,56,59,54,54,68,81,49,15
217699,I. Slimani,70,71,53,55,72,82,72,
171875,C. Erkin,80,79,78,70,85,66,72,11
176483,D. Chygrynskyi,35,58,48,42,66,87,59,11
182629,Beto,14,18,47,35,40,52,47,2
208230,A. Samaris,71,74,59,58,54,86,66,12
211302,G. Lapadula,75,77,79,78,69,61,61,14
230502,Dênildo Stein,76,75,73,56,61,69,65,14
192358,S. Padt,19,33,41,44,30,69,39,10
198760,S. Taïder,75,77,73,75,84,74,74,
202088,F. Klaus,78,76,85,78,89,68,66,16
182888,H. Nordtveit,64,71,48,58,73,78,70,12
210538,L. Zuffi,73,77,67,77,78,73,82,11
230250,Emilio Piodão,67,73,77,73,81,73,64,12
190059,S. Zuber,78,77,78,67,79,77,72,13
217196,J. Palomino,56,64,63,44,69,83,30,13
228717,Y. Mutō,80,77,78,77,75,63,70,20
176237,J. Altidore,70,70,68,51,69,91,71,12
142959,M. Barbosa,15,17,42,47,41,62,40,8
209519,G. Laborde,71,73,69,64,80,80,63,22
178031,P. Baysse,62,65,55,65,76,83,59,
203888,Eric Botteghin,51,60,35,34,64,91,32,8
231280,Iván Alejo,79,77,73,60,63,65,68,23
190577,S. Blanco,75,77,76,79,85,59,74,11
213874,Thiago Mendes,76,75,74,74,84,66,75,17
189043,D. Brosinski,74,71,84,75,83,62,60,11
203128,T. Monconduit,70,71,62,61,85,75,68,16
146296,Andrés Fernández,14,18,58,65,43,74,41,10
223608,Eraso,73,75,59,58,85,67,72,17
188536,S. Hanni,77,75,76,75,79,65,77,20
211321,M. Konaté,73,73,84,70,71,74,56,21
164985,C. Théréau,79,81,68,58,66,72,78,6
215162,A. Donatti,50,62,49,34,69,85,35,8
215930,T. Jedvaj,60,66,71,66,69,75,39,18
219258,Pedro Henrique,54,63,48,33,76,90,35,19
134779,J. Briand,75,69,66,66,69,77,78,11
177019,F. Lustenberger,61,70,63,66,68,68,63,9
197756,J. Ayew,77,78,76,75,79,70,69,
204156,S. Sanogo,75,73,79,65,84,90,69,9
184190,R. Thomas,31,67,51,50,55,82,37,11
230528,Rafael Cachoira,58,62,49,53,61,83,36,11
201858,N. Sansone,79,76,82,83,59,65,77,20
201860,E. Bičakčić,35,58,53,61,61,83,41,10
208004,J. Veltman,64,66,63,68,81,74,56,11
203910,A. Knockaert,83,80,75,84,72,54,74,16
210822,Douglas Santos,75,76,77,79,77,48,62,14
168326,S. Bocchetti,57,65,69,64,62,86,51,11
211591,M. Dembélé,75,77,79,64,69,86,64,25
220295,E. Valencia,74,74,88,77,80,74,67,13
209288,F. Mollet,74,76,78,88,74,49,77,19
233096,D. Dumfries,71,69,80,53,88,87,58,13
182152,Koo Ja Cheol,80,78,73,75,72,64,72,13
215689,A. Petagna,75,78,52,62,74,92,70,
210315,De Tomás,69,72,66,75,65,80,48,
213899,E. Balanta,65,70,69,48,80,86,46,15
200332,T. Koubek,17,20,22,29,28,79,39,14
184716,J. Allen,75,74,71,91,91,60,72,14
188044,Alan Carvalho,80,77,83,75,74,74,72,18
205965,S. Ristovski,74,75,88,75,80,72,64,16
188045,Maicón,74,70,90,64,79,71,65,16
190607,D. Quintero,82,75,88,83,74,58,77,11
213648,P. Højbjerg,75,79,59,65,74,75,74,20
208017,I. Santini,68,72,50,43,81,90,62,11
177553,Vieirinha,81,80,80,85,75,54,74,9
161938,M. Boselli,69,75,55,52,67,81,65,8
173204,L. Antonelli,73,73,70,65,72,74,64,9
222357,B. Embolo,78,74,76,73,71,83,69,24
201878,V. Eysseric,79,79,69,69,60,64,78,16
212888,C. Salcedo,58,60,65,59,69,77,48,15
182168,A. Ranocchia,58,66,31,31,61,80,56,9
199833,L. Unnerstall,16,19,28,20,35,82,42,
223641,T. Baumgartl,44,63,62,56,64,84,55,15
236441,F. Bustos,77,77,88,71,88,64,68,14
194201,P. Jansson,62,66,54,31,68,90,50,15
181402,W. Vainqueur,71,73,71,70,91,80,64,12
205469,S. Kverkvelia,31,42,69,36,79,86,51,19
211101,Rubén Blanco,17,10,54,57,44,35,37,18
182941,P. Aguilar,50,62,67,60,64,80,58,9
233631,A. Ndiaye Diedhiou,85,77,89,78,73,65,67,28
168607,Rafinha,76,78,76,79,71,53,63,7
163488,D. Limberský,69,74,79,78,66,81,73,5
165536,G. Cabral,49,61,38,63,73,78,49,9
177569,J. De Guzmán,78,81,75,85,77,64,77,12
183714,S. Terodde,63,72,63,56,68,84,58,11
209827,J. Fernandes,78,78,78,63,75,79,69,15
189860,Kiko Femenía,81,78,77,85,77,65,68,14
201893,Recio,72,75,55,62,76,68,74,17
147621,A. Samedov,74,77,76,73,78,68,72,10
190885,A. Smith,76,74,77,69,76,65,69,12
184999,Maurício,75,79,77,69,77,67,75,13
182184,D. Stephens,69,73,62,65,89,70,74,14
188840,Miguel Lopes,72,70,77,67,90,75,62,10
194728,I. Belfodil,80,78,68,41,75,86,72,17
204713,J. Campbell,78,77,85,76,66,73,72,17
235945,Marc Roca,71,76,60,64,77,66,73,27
221354,M. Veljković,52,66,61,64,67,76,47,18
205995,J. Willems,78,78,79,83,75,75,77,14
152747,A. Lennon,81,78,83,91,76,54,73,13
172203,F. Forster,20,33,32,42,29,80,44,11
192427,Júnior Caiçara,76,75,84,88,81,52,69,11
201389,C. Biraghi,71,71,77,72,77,71,56,13
226221,Aritz Elustondo,48,75,67,62,74,70,32,19
230317,Fred Aníbão,8,21,31,23,23,84,71,11
220334,O. Romero,80,78,79,85,72,60,75,20
230318,Nelsildo Reis,17,23,55,47,42,78,64,9
225199,V. Koziello,73,78,78,92,76,34,77,18
189615,A. Cresswell,76,74,74,85,74,62,68,11
225201,Alex Berenguer,77,77,86,80,78,63,72,19
163761,C. Davies,43,64,60,50,70,83,43,6
186801,C. Kouyaté,68,73,65,57,88,84,63,11
233138,Y. Kobayashi,76,75,82,67,84,65,70,10
219571,Camarasa,74,77,65,69,73,74,76,
197813,J. Martin,76,76,60,63,72,73,78,15
206517,J. Grealish,80,81,77,82,72,48,77,24
208053,D. Pelkas,77,76,83,84,68,44,76,22
186805,J. Montero,81,80,91,85,58,68,72,15
200630,J. Forrest,77,76,94,90,75,64,72,15
178614,Varela,55,62,69,72,75,87,52,12
188599,M. Antenucci,79,78,75,73,68,64,71,9
211385,R. Durmisi,73,74,79,91,91,61,72,15
158905,P. Schwegler,74,75,48,72,68,65,79,9
158138,A. Hunt,75,79,69,72,68,65,78,11
198843,Aday Benítez,77,80,70,68,79,55,53,12
226491,K. Tierney,75,73,87,74,88,75,70,22
220604,Jaume,13,32,58,59,45,68,43,13
219581,S. Gigot,53,63,60,57,73,83,51,19
190653,I. Brizuela,80,79,90,78,80,68,66,14
193470,A. Souquet,74,77,75,65,75,70,69,12
193983,A. Delort,74,71,72,72,77,82,71,
142784,P. Zabaleta,71,75,50,64,70,73,66,6
230337,Andeson Trigo,76,73,88,83,84,67,73,11
231361,J. Gnagnon,56,69,66,54,65,87,34,22
178625,Mosquera,65,76,64,60,85,67,75,9
216258,I. Bebou,81,77,91,75,79,60,65,20
201155,R. Morrison,80,80,77,76,68,51,74,17
178115,L. Christodoulopoulos,81,78,77,56,70,73,68,15
171972,J. McArthur,70,77,60,77,79,71,72,13
207557,R. Olsen,11,18,31,33,37,75,55,9
216774,W. Hoedt,58,62,59,36,65,77,62,17
228295,R. Holding,62,67,58,67,68,76,57,20
190919,F. Montero,76,80,71,78,72,58,80,15
205257,N. Sliti,81,78,76,84,81,68,74,19
209610,J. Vázquez,59,71,77,88,90,64,65,9
202445,Rodrigo Ely,50,55,62,41,65,88,22,19
214989,M. Benítez,81,75,88,66,83,66,69,15
231887,Y. Yazıcı,78,77,70,69,80,69,76,24
184271,Y. Sankharé,75,75,61,55,83,78,73,14
188879,A. N'Diaye,65,77,65,60,70,87,70,
198352,S. Bell,49,54,53,40,62,85,47,14
211408,K. Linetty,74,76,76,79,79,66,76,20
232144,F. Uduokhai,49,70,63,60,64,77,46,19
218066,M. Samatta,74,70,82,65,65,73,56,16
169426,Barragán,62,75,69,67,77,73,52,11
192722,R. Hamouma,78,79,75,74,71,60,74,13
189908,L. Skorupski,18,23,51,38,31,58,32,12
204757,Toño García,75,76,83,80,82,64,68,13
184789,A. Szalai,69,75,45,59,65,87,65,13
198614,Raúl Navas,25,73,50,65,50,75,46,12
183766,B. Koné,41,55,62,54,63,79,41,11
234711,J. Brekalo,84,79,86,82,66,49,69,22
138456,Diego Tardelli,78,80,72,75,72,63,75,10
210648,A. Hegazi,37,63,49,51,73,85,41,15
199641,M. Sels,19,33,37,34,30,67,45,14
220633,D. Gray,84,79,88,79,68,59,72,23
229593,M. Pjaca,86,87,79,75,73,75,68,
232665,M. Arambarri,69,79,47,73,68,65,68,19
229594,A. Ćorić,80,81,78,84,73,49,77,27
186330,T. Gebre Selassie,76,77,75,67,81,67,61,9
232411,C. Nkunku,82,80,76,79,71,63,73,24
124635,M. Topal,65,72,62,62,83,77,58,8
158942,Léo Matos,76,75,83,75,83,74,67,9
195038,F. Kainz,82,80,85,83,74,55,66,16
228579,B. Henrichs,78,77,78,71,75,68,66,20
230371,Victildinho,71,77,81,77,77,61,71,4
199652,D. Praet,78,78,73,71,71,64,75,18
229092,A. Umar,79,78,90,83,72,69,72,22
163301,J. Orozco,27,35,59,63,45,68,70,8
183526,N. El Zhar,81,76,76,76,67,60,74,15
226536,O. Colley,42,60,60,44,79,87,32,15
220905,J. Aholou,75,75,76,60,71,72,58,20
152554,G. Clichy,73,76,78,74,82,66,59,8
208622,Rubén Sobrino,81,82,79,65,65,62,54,21
199151,J. Iturbe,81,77,93,91,70,40,70,17
205295,H. Soudani,75,77,70,68,54,72,70,14
155887,M. Bradley,73,77,65,72,89,78,73,8
198640,Z. Labyad,79,81,78,82,69,61,80,14
177392,D. Mbokani,71,74,67,66,71,84,70,9
178160,T. Mangani,70,78,61,61,80,72,78,13
243952,A. Lunin,11,15,33,22,32,61,60,
179696,E. Insúa,74,74,65,68,78,77,68,10
167665,N. Domingo,66,75,58,75,77,66,68,4
212722,D. Yedlin,75,73,93,76,86,66,68,17
214770,D. González,71,73,68,60,93,79,73,12
179954,T. Kraft,13,21,45,42,35,68,25,9
216820,M. Simon,82,76,93,91,73,69,66,24
230388,Davi Parrela,49,54,61,41,52,89,43,11
216054,N. Domínguez,66,75,59,60,80,79,76,
194806,C. Dawson,55,67,62,50,81,77,51,11
210423,A. Rusnák,73,77,76,75,74,53,76,16
210679,Paulo Oliveira,60,71,66,48,74,80,41,16
201976,A. Gomis,15,24,43,54,33,57,61,15
199417,H. Tekin,14,23,40,38,22,51,42,12
212729,Tozé,76,78,76,91,69,31,77,22
204538,R. Ruidíaz,76,74,79,79,76,49,65,12
183546,J. Hogg,67,68,69,72,89,75,64,11
188154,L. Holtby,77,79,74,78,85,63,76,13
212219,A. Djiku,67,71,74,66,75,77,55,20
190971,O. Alonso,75,76,68,75,74,76,65,7
228092,S. Berge,76,76,75,53,80,88,76,20
187132,C. Zambrano,66,69,65,59,73,74,45,11
190717,M. Antonio,79,75,82,76,70,84,68,15
199422,J. Clasie,70,80,69,91,68,67,79,
220414,Diego Rico,66,68,67,70,88,74,63,16
176894,Mossoró,77,78,76,90,62,50,77,7
221695,G. Donsah,78,78,78,85,88,76,74,20
768,Felipe,44,60,38,63,48,67,46,5
216320,S. Fofana,78,76,76,69,76,78,70,18
239872,Pablo Santos,48,56,65,57,78,76,33,15
198657,J. Svensson,73,69,76,86,89,77,65,11
212225,E. Roco,55,62,37,43,72,84,49,14
198658,F. Midtsjø,73,75,74,83,87,73,74,13
240898,Francis,78,76,77,77,58,43,68,20
222467,Ivi,81,77,81,82,68,64,66,
240900,Unai Núñez,35,71,66,60,67,78,30,20
217605,L. Lerager,68,74,62,53,90,69,72,17
210950,P. De Blasis,77,77,84,95,77,42,71,14
233478,M. Zajc,74,76,68,75,68,55,74,19
189446,J. Stanislas,75,77,76,63,72,55,74,12
215559,Lucas Evangelista,75,73,77,68,82,67,75,18
186119,M. Stoch,80,78,87,86,71,34,65,14
213000,S. van Beek,44,59,60,54,68,77,45,10
230408,Fabrio Farinha,77,75,74,62,58,60,77,13
181256,M. Kozáčik,11,21,57,30,25,63,64,6
210441,Fran Sol,63,70,67,65,69,73,62,12
217097,R. Otero,78,77,88,91,72,37,76,14
219145,G. Maripán,40,57,45,32,56,92,30,16
193290,M. Braithwaite,75,76,76,76,77,76,68,16
204043,E. Dilaver,59,66,67,59,76,74,54,15
204555,R. Álvarez,79,79,62,56,65,73,72,11
212491,A. Masuaku,83,79,87,82,78,69,71,14
163083,Rolando,47,66,34,36,54,81,47,7
174859,Fran Rico,65,78,63,72,70,65,75,8
187659,D. Tarasov,69,73,53,43,74,86,65,9
189709,Alcalá,50,64,31,31,67,91,48,11
200206,Alan Patrick,80,76,74,72,73,38,77,15
164878,L. Refaelov,76,76,78,73,64,55,77,8
229391,Palhinha,68,75,52,44,53,86,68,
190223,Balenziaga,67,72,73,69,85,71,62,10
195087,R. Petrović,65,70,46,34,79,79,67,10
197136,K. Ansarifard,74,75,72,65,72,70,52,13
195088,M. Ninković,76,78,67,67,77,68,78,5
156433,A. Talavera,10,21,58,47,36,75,43,3
192274,A. Barrada,76,78,73,72,63,68,74,13
204307,J. Korb,76,76,77,75,77,59,59,12
203796,F. Gutiérrez,70,78,67,79,76,58,73,11
217877,T. Bongonda,80,80,86,79,75,53,67,15
230165,Simão Donatinho,12,25,41,48,32,60,58,5
205590,Luís Hernández,59,69,68,68,78,75,55,8
188182,L. Balogun,60,64,60,51,60,82,47,9
236311,M. Rog,80,78,78,67,64,68,76,17
181271,B. Dočkal,75,77,66,66,65,58,78,
189207,J. Durmaz,79,75,77,76,71,53,72,13
186648,T. Kádár,58,68,67,63,87,79,62,12
205849,E. Andrada,16,20,45,43,45,59,48,8
234777,Z. Steffen,15,28,44,40,33,59,48,14
192537,M. Lestienne,79,73,82,84,83,31,70,13
186650,M. Alustiza,74,75,74,78,66,58,75,
228635,Borja Mayoral,73,76,68,66,42,62,56,
45595,D. Bonera,41,51,33,48,34,77,41,2
189211,Saúl Berjón,75,76,77,74,68,74,76,8
183068,C. Beauvue,75,76,69,74,39,62,64,
223517,Danilo,72,75,67,66,81,73,73,19
187421,J. Hernández,67,73,67,74,89,69,73,9
200478,J. Hendrick,76,76,70,74,78,71,74,16
224030,M. Lopez,77,76,77,93,73,42,76,19
194846,F. Hanin,74,73,89,73,91,64,59,12
210463,D. Machís,82,74,91,91,68,58,64,16
194079,A. Potuk,77,75,77,83,79,61,71,15
216097,Idris,64,67,47,50,92,81,59,6
157217,N. Cardozo,72,73,81,73,86,75,77,8
195361,Javi López,68,75,67,71,75,69,65,8
137506,G. Pandev,83,83,65,72,44,62,71,6
210722,Júlio Tavares,66,74,66,49,69,86,61,13
235042,D. Liénard,73,77,67,65,66,71,77,12
107298,Y. Pelé,13,18,51,54,32,78,14,3
191011,L. Sepe,14,22,49,34,27,68,43,
195363,J. Bruma,59,60,54,45,63,90,58,12
212772,O. Duarte,48,59,57,45,61,73,39,11
237604,A. Franco,36,68,67,74,79,77,40,15
244260,Dani Olmo,74,76,77,64,63,53,76,26
186405,F. Di Santo,75,78,68,59,69,77,73,11
210214,Jozabed,72,75,67,64,67,66,79,16
215334,G. Carrillo,70,74,57,62,71,79,59,
193062,M. Zeegelaar,74,76,69,53,78,79,67,11
224808,G. Ferrari,38,60,67,44,57,82,20,12
223017,O. Şahiner,77,75,81,79,74,57,62,17
184873,I. Traoré,35,63,52,60,68,86,53,9
190761,T. Arslan,79,79,75,77,74,65,71,13
192041,N. Araújo,53,69,69,63,72,85,43,15
202282,S. Armstrong,75,73,79,65,82,68,73,16
218154,K. Billiat,86,73,83,80,66,65,70,15
212267,Ivan Cavaleiro,79,78,86,75,64,75,72,17
236331,E. Cabaco,48,61,67,59,69,78,44,18
230189,Silas Almeim,66,67,74,76,73,63,63,11
111661,C. Kameni,15,14,44,57,40,79,37,5
221743,Hélder Costa,79,78,89,79,73,61,71,19
207920,E. Durm,65,71,78,66,79,66,60,13
210736,Emerson,77,79,77,72,74,52,41,14
217648,G. Haraguchi,84,78,86,79,78,41,66,13
139313,C. Fuchs,70,74,54,59,66,71,73,7
215089,E. Kalinski,71,77,75,64,85,82,73,
140082,Rafael,13,23,43,23,41,49,45,2
183346,F. Frei,69,75,64,68,82,73,78,8
189234,M. Risse,74,74,79,72,72,67,71,10
207412,Renan Bressan,76,77,63,66,65,66,80,14
207924,Lucas Lima,74,73,69,73,86,62,67,13
159028,M. Silvestre,52,60,48,58,54,77,50,5
193844,Portillo,77,75,67,86,73,58,75,14
201269,F. Rønnow,13,12,48,40,32,67,48,12
171830,N. Spolli,45,49,32,32,33,93,25,3
183606,S. Rajković,48,57,51,42,68,92,39,8
212023,R. Berić,67,72,64,58,70,77,70,16
214327,V. Hernández,75,74,90,94,78,29,72,9
186935,Claudemir,68,74,61,61,77,77,75,12
190520,T. Jantschke,62,68,64,73,74,72,57,9
210489,L. Schaub,83,80,77,77,74,65,69,14
158777,P. Tschauner,7,22,38,37,23,75,41,7
230457,Gabrisco Aníbal,59,72,68,61,87,72,56,11
173370,B. Feilhaber,74,79,61,76,74,65,76,6
220475,A. Grassi,75,77,69,67,72,65,71,
214076,N. Vikonis,17,21,40,42,34,60,41,5
201533,P. Ntep,80,76,84,75,72,73,66,14
212541,L. Vangioni,71,73,87,66,79,69,64,7
194365,S. Okazaki,77,78,75,71,74,65,69,11
147006,Diego Castro,82,80,66,83,51,58,76,4
150590,C. Jallet,69,76,69,74,76,68,74,4
224574,O. Pineda,77,75,85,85,87,57,72,18
183870,A. Mounier,80,80,83,78,68,60,71,14
190782,Sandro,69,73,62,59,56,79,70,9
198719,N. Redmond,81,79,86,88,69,43,72,17
199487,Gálvez,54,64,35,54,74,86,50,14
157503,A. Song,73,74,68,59,68,75,67,7
192575,E. Badu,76,75,86,81,91,66,70,13
209984,M. Agu,64,70,67,61,86,76,47,
215616,Jason,78,76,81,77,73,67,73,21
219712,S. Cristóforo,66,70,69,83,74,65,70,
49472,L. Butelle,11,23,35,28,28,69,44,3
230465,Allan Bardinho,77,77,66,81,61,55,77,13
204355,P. Dummett,65,69,65,74,79,74,52,13
215107,H. Villalba,77,78,92,89,77,52,70,13
231235,K. Amian,67,69,69,74,77,73,55,19
230468,José Mirazar,79,76,77,71,82,71,76,6
188484,A. Hernández,72,72,85,68,67,73,57,15
230469,Ailton Guevara,74,75,70,75,73,57,76,13
181573,O. Akhmedov,69,76,73,71,86,69,76,13
202054,Naldo,49,55,43,35,66,69,33,11
204102,Y. Ayoub,79,78,72,91,80,69,77,13
205895,A. Ring,73,73,79,75,77,74,63,10
221000,B. Ndiaye,78,76,85,76,86,77,74,
226376,Kaku,78,74,85,82,77,56,76,17
230475,Adilson Edrada,75,73,79,78,55,59,77,13
225356,A. Ibargüen,80,74,91,86,56,37,71,14
114764,Iraizoz,11,15,32,52,33,83,53,945K
201549,N. Nikolić,67,72,70,72,74,80,65,9
202061,J. Kurtić,71,75,67,62,75,84,72,12
209997,K. Wimmer,64,66,53,61,65,79,59,
214605,A. Mejía,51,69,65,68,90,85,68,9
220493,A. Barreca,75,75,78,78,78,65,51,15
229453,Gil Dias,83,80,79,70,72,67,72,
204366,J. Locadia,74,70,73,63,68,78,68,18
206414,S. Kryvtsov,42,53,64,59,77,83,36,14
158543,O. Peralta,72,76,69,60,71,78,69,6
225359,C. Budescu,75,80,58,70,69,64,79,11
163407,A. Raggi,61,72,51,58,64,77,54,4
178255,R. Donk,73,75,52,39,90,82,76,7
219728,Edgar Méndez,74,73,86,57,74,81,70,12
170320,L. De Silvestri,74,76,75,58,77,78,62,11
240976,M. Saracchi,73,72,87,78,79,68,71,18
163665,D. Congré,65,70,49,61,65,80,53,5
172113,M. Fritzler,61,70,55,60,74,72,67,7
190034,T. Kolodziejczak,55,65,78,54,78,80,62,
230227,Caio Nunson,61,59,55,48,54,84,51,9
233299,Felipe Vizeu,67,73,70,65,66,79,60,24
207444,J. Damm,77,75,94,66,77,69,60,13
209236,Guilherme,64,74,60,69,70,76,73,15
219732,G. Nkoudou,79,74,89,89,64,60,67,17
195668,Joel Robles,15,25,46,39,25,69,41,12
220245,B. Zungu,76,77,66,66,89,74,72,15
230229,Otávio Cairinho,44,56,56,63,61,76,44,11
204886,P. Gouano,45,57,64,45,71,78,42,18
225878,C. Domínguez,76,73,78,70,77,68,73,15
